battery_id,cycle_index,ambient_temperature_c,discharge_capacity_ah,reference_capacity_ah,reference_capacity_method,capacity_retention_percent,retention_quality_flag,internal_resistance_ohm,failed,source_filename,uid,test_id,discharge_duration_s,voltage_mean_v,voltage_min_v,voltage_max_v,current_mean_a,current_min_a,current_max_a,temperature_mean_c,temperature_min_c,temperature_max_c,temperature_rise_c,raw_sample_count,feature_extraction_status
B0005,1,24,1.8564874208181568,1.835349194223408,first_n_median,101.15172778353458,normal,,0,05122.csv,5122,1,3690.234,3.5298286688693397,2.612467347907089,4.191491807505295,-1.8187019641679727,-2.0180146876333027,0.0007285852728454,32.572328114029,24.325993424022467,38.98218133148803,14.656187907465561,197,ok
B0005,2,24,1.846327249719927,1.835349194223408,first_n_median,100.59814533011328,normal,,0,05124.csv,5124,3,3672.344,3.5373201277859714,2.587208728940726,4.189773213846608,-1.8175598506612867,-2.016820542901454,0.0029274033590803,32.72523522519307,24.685948163596,39.03339796678704,14.347449803191044,196,ok
B0005,3,24,1.835349194223408,1.835349194223408,first_n_median,100.0,normal,,0,05126.csv,5126,5,3651.641,3.5437367282719,2.65191689384378,4.188186735991303,-1.8164865418840956,-2.016573862170142,0.001483676365228,32.64286193755933,24.7342661639544,38.81879668981741,14.084530525863013,195,ok
B0005,4,24,1.8352625275821128,1.835349194223408,first_n_median,99.99527792086823,normal,,0,05128.csv,5128,7,3631.563,3.5436661072601456,2.592947964776547,4.188461118855572,-1.8255891938692528,-2.0159359571668354,0.0015470119527235,32.51487646204882,24.65224374129252,38.7623045063458,14.11006076505328,194,ok
B0005,5,24,1.8346455082120416,1.835349194223408,first_n_median,99.9616592845884,normal,,0,05130.csv,5130,9,3629.172,3.5423432526672167,2.547419651124539,4.188298524761055,-1.8261139590277584,-2.017425579158831,0.0017014548245034,32.38234901543077,24.518700434435164,38.66539257343368,14.146692138998514,194,ok
B0005,6,24,1.8356616600675493,1.835349194223408,first_n_median,100.01702487162252,normal,,0,05132.csv,5132,11,3652.281,3.5413347346347575,2.5209480504077413,4.188815807948604,-1.8168108743168805,-2.0162347618032066,0.0024899497555445,32.43418218230641,24.51442664842638,38.75169504640032,14.237268397973942,195,ok
B0005,7,24,1.8351461429226603,1.835349194223408,first_n_median,99.9889366393389,normal,,0,05134.csv,5134,13,3650.828,3.5410250495075215,2.487927319492314,4.18839163793879,-1.816791144707133,-2.01583310669507,0.0023142958827398,32.480416444757985,24.575581239008407,38.8207012322275,14.245119993219092,195,ok
B0005,8,24,1.8257567905665533,1.835349194223408,first_n_median,99.47735266471112,normal,,0,05136.csv,5136,15,3572.453,3.554133296801584,2.665204904745877,4.188927891511958,-1.8443412120754061,-2.0166395518034546,0.0022276160569156,32.41046186109587,24.71132429046902,38.51713023385634,13.805805943387323,191,ok
B0005,9,24,1.8247738529891333,1.835349194223408,first_n_median,99.42379677570024,normal,,0,05138.csv,5138,17,3550.594,3.5529355991467955,2.603858472633368,4.189029250882121,-1.853972745505648,-2.018357230695621,0.0054010283210214,32.3461408313,24.628487294051176,38.526267904657,13.897780610605821,190,ok
B0005,10,24,1.824613268496936,1.835349194223408,first_n_median,99.41504724222168,normal,,0,05140.csv,5140,19,3551.25,3.5512057319376997,2.552853984885676,4.189223427076418,-1.853589933851096,-2.016071837814984,0.0030191479674457,32.27679750791685,24.561560340089137,38.52698128472781,13.965420944638673,190,ok
B0005,11,24,1.8246195526864504,1.835349194223408,first_n_median,99.41538963970844,normal,,0,05142.csv,5142,21,3530.25,3.549292319740949,2.472448301852732,4.188916055911241,-1.863380178294828,-2.0160713863396573,0.0026264001899385,32.15709350345252,24.43128509546442,38.54143406601644,14.110148970552022,189,ok
B0005,12,24,1.814201935767392,1.835349194223408,first_n_median,98.8477801105874,normal,,0,05145.csv,5145,24,3491.016,3.559759220648976,2.64956413267546,4.189876247266316,-1.8729688102878943,-2.016851865845563,0.0023645237017673,32.36407129853099,24.74037188089418,38.52197451768004,13.781602636785863,187,ok
B0005,13,24,1.8137521577549047,1.835349194223408,first_n_median,98.8232737107207,normal,,0,05147.csv,5147,26,3470.281,3.558081969139198,2.5724981777366227,4.189286794768804,-1.8826095043160835,-2.016393908986775,0.001858378552761,32.3181954403762,24.733107699311518,38.582485834057856,13.849378134746338,186,ok
B0005,14,24,1.8134404914735824,1.835349194223408,first_n_median,98.80629240371364,normal,,0,05149.csv,5149,28,3470.0,3.555692244172496,2.5249886697730286,4.188837765892728,-1.8825367876363654,-2.0158117255163046,0.0022664654273509,32.15709029211502,24.44798340505406,38.52029413487392,14.072310729819861,186,ok
B0005,15,24,1.8025980036306504,1.835349194223408,first_n_median,98.21553355100822,normal,,0,05151.csv,5151,30,3450.297,3.562746818017503,2.694621861688723,4.189110301768517,-1.8817935155260215,-2.0193509920362724,0.0013199464372558,32.044070003146096,24.46309712112356,38.21358592965045,13.750488808526889,185,ok
B0005,16,24,1.80210690024615,1.835349194223408,first_n_median,98.18877551575008,normal,,0,05153.csv,5153,32,3429.407,3.5614521756489204,2.64010141737067,4.18921207304098,-1.8921861285036712,-2.0164420273602586,0.0030782527761262,31.931593674911532,24.32051139249706,38.1983618706913,13.87785047819424,184,ok
B0005,17,24,1.802579500826209,1.835349194223408,first_n_median,98.21452541563544,normal,,0,05155.csv,5155,34,3409.484,3.5603420474985823,2.573903509838096,4.188899969428112,-1.9027629207037406,-2.016465255161054,0.00090184864654,31.941655359029298,24.357321702352365,38.31926916027133,13.961947457918967,183,ok
B0005,18,24,1.8030683142834096,1.835349194223408,first_n_median,98.24115868295802,normal,,0,05157.csv,5157,36,3390.422,3.5591189041401865,2.4942396831720126,4.188779799856791,-1.9133470605822436,-2.0181069603406625,-0.0004481239748701,31.965008645476725,24.382419922756025,38.4787542519308,14.096334329174777,182,ok
B0005,19,24,1.802777624719604,1.835349194223408,first_n_median,98.22532030382447,normal,,0,05159.csv,5159,38,3390.281,3.557886771846508,2.4556793246645583,4.189272591516219,-1.9131602105481538,-2.0170254305215485,0.0023375587090041,31.966241678512723,24.355030419469987,38.54659017774874,14.191559758278753,182,ok
B0005,20,24,1.8470259949329195,1.835349194223408,first_n_median,100.63621684343576,normal,,0,05162.csv,5162,41,3591.734,3.5520375235511907,2.632142800798914,4.187614060563439,-1.8553455745575975,-2.01684718332263,0.0059551658046401,32.37143341978575,24.54942444728521,38.44749852224995,13.89807407496474,192,ok
B0005,21,24,1.847417311283644,1.835349194223408,first_n_median,100.65753792783518,normal,,0,05166.csv,5166,45,3552.297,3.5525668436897124,2.5027764692056795,4.187628781108399,-1.8746995273150975,-2.016190951623346,0.0016182635202416,32.70024990461686,24.917503693363493,38.992275791716615,14.074772098353122,190,ok
B0005,22,24,1.8361774213478947,1.835349194223408,first_n_median,100.04512640575938,normal,,0,05170.csv,5170,49,3531.578,3.5567940383270398,2.617507742871704,4.187447226312926,-1.8738272127883846,-2.016760348146938,0.0025192157843694,32.32266411829938,24.56596639952811,38.51424197364312,13.948275574115005,189,ok
B0005,23,24,1.825780747577624,1.835349194223408,first_n_median,99.47865797550136,normal,,0,05174.csv,5174,53,3492.907,3.5614100044534203,2.694074478000972,4.187344026387161,-1.883193546754683,-2.0160230713598764,0.0037933120349866,31.98795810666763,24.21658146702539,38.165816144899125,13.949234677873736,187,ok
B0005,24,24,1.8251136435078368,1.835349194223408,first_n_median,99.44231044709169,normal,,0,05178.csv,5178,57,3511.594,3.5566107947817986,2.6237674644021887,4.187438187636325,-1.873239184822504,-2.01719076462715,0.0034388887386759,31.894456524691385,24.05499065781757,38.16526203587147,14.110271378053902,188,ok
B0005,25,24,1.825581504220376,1.835349194223408,first_n_median,99.46780209271483,normal,,0,05182.csv,5182,61,3431.9370000000054,3.5586742170266272,2.5010798299873738,4.18774138117799,-1.9139593751505897,-2.016114862565665,0.0012614422239159,31.78039681801023,24.024851602995685,38.27549578575718,14.250644182761494,184,ok
B0005,26,24,1.814031127508391,1.835349194223408,first_n_median,98.83847352960878,normal,,0,05186.csv,5186,65,3431.125,3.564103182686904,2.68499881852498,4.188261122540052,-1.9030532722310995,-2.016863630474281,0.0031353992245556,31.688747146342205,23.93622764909489,37.98216079918311,14.045933150088224,184,ok
B0005,27,24,1.8147691941158937,1.835349194223408,first_n_median,98.87868749051744,normal,,0,05190.csv,5190,69,3412.406,3.559588063594272,2.547109116468133,4.187338767288234,-1.9134590742247914,-2.024643671910137,0.0011043615738374,31.596747992569153,23.811534187517506,38.11100191887773,14.299467731360227,183,ok
B0005,28,24,1.813969388710352,1.835349194223408,first_n_median,98.8351096575874,normal,,0,05194.csv,5194,73,3410.688,3.556833231052199,2.471314764334132,4.187560306288175,-1.9136209099025532,-2.017291134571006,-3.060676830687782e-05,31.565586498787077,23.754765330883423,38.18831137948753,14.433546048604107,183,ok
B0005,29,24,1.802765665167823,1.835349194223408,first_n_median,98.224668681135,normal,,0,05198.csv,5198,77,3410.718,3.5624410850948944,2.6613903306108773,4.18805176248713,-1.9025819745719061,-2.01713712589233,0.0037901043107805,31.59124667045208,23.79410930748377,37.99854111908584,14.204431811602074,183,ok
B0005,30,24,1.804077040117352,1.835349194223408,first_n_median,98.29611965916448,normal,,0,05202.csv,5202,81,3392.719,3.5591407106855666,2.541762355407921,4.187667484260542,-1.9130621638638965,-2.015946028510057,0.0006901740069088,31.603485399391182,23.80130098691845,38.194201649765226,14.392900662846777,182,ok
B0005,31,24,1.8518025516704488,1.835349194223408,first_n_median,100.89647013760792,normal,,0,05206.csv,5206,85,3470.672,3.5573161327793144,2.628919415830567,4.2010701773378685,-1.920618117118412,-2.0167372379007014,0.0008475435827522,31.91556385491565,23.78129749955371,38.45796400011448,14.67666650056077,371,ok
B0005,32,24,1.8307038456739428,1.835349194223408,first_n_median,99.7468956553834,normal,,0,05210.csv,5210,89,3414.109,3.561870782772737,2.6312552691827045,4.1996223345495824,-1.9298830859597569,-2.0183057226929555,0.0011650883880798,32.081128118597164,24.2036410699716,38.49126351534004,14.287622445368438,365,ok
B0005,33,24,1.8199041089501269,1.835349194223408,first_n_median,99.1584661206765,normal,,0,05214.csv,5214,93,3395.219,3.5617586337260088,2.654880745360911,4.199853323702163,-1.9293005284805407,-2.016579511976592,0.0019472390588109,31.849792632896243,24.00078927251757,38.31473393357882,14.313944661061253,363,ok
B0005,34,24,1.809307963702852,1.835349194223408,first_n_median,98.58112937840284,normal,,0,05218.csv,5218,97,3386.0,3.5597307651083123,2.6749688422803803,4.199103467081427,-1.923330987770314,-2.0193879194408373,0.0018372947715281,31.465690433362017,23.53999092882516,37.861934640176806,14.321943711351647,362,ok
B0005,35,24,1.80460990458052,1.835349194223408,first_n_median,98.3251530695283,normal,,0,05222.csv,5222,101,3368.187,3.5575937553540915,2.6159705726789904,4.199998536865001,-1.9284469980320087,-2.015814483813837,0.0074961910680886,31.409348956650316,23.56609574757256,37.90665575786083,14.340560010288272,360,ok
B0005,36,24,1.7993770651972192,1.835349194223408,first_n_median,98.04003896700378,normal,,0,05226.csv,5226,105,3368.266,3.5597237883937995,2.658447162110498,4.19967522099872,-1.9231439161693824,-2.019901495893039,0.0013923748862999,31.902247475518077,23.9730227457941,38.34003238560517,14.36700963981107,360,ok
B0005,37,24,1.7884432335370462,1.835349194223408,first_n_median,97.444303196689,normal,,0,05230.csv,5230,109,3358.719,3.559061771422033,2.697942608427116,4.1991847248803165,-1.9170149640438081,-2.016522387288751,0.0025753372180031,31.649024294808623,23.755161868961988,38.0745950590744,14.31943319011241,359,ok
B0005,38,24,1.7829230484252725,1.835349194223408,first_n_median,97.14353290571944,normal,,0,05234.csv,5234,113,3339.5,3.557015527748059,2.6617272246516333,4.200012480335,-1.922048805055383,-2.017112121704317,0.0011747056452339,31.48874626238971,23.51454265913581,38.07252758016199,14.55798492102618,357,ok
